efficiency_category,has_balcony,has_elevator,has_garage,property_state,building_type,area,prague_district,rooms,floor,price
Other,False,False,False,Novostavba,Cihlová,54,5005.0,2+kk,7,17500.0
Other,False,True,False,Novostavba,Cihlová,38,5005.0,1+kk,2,16000.0
Other,False,True,False,Velmi dobrý,Cihlová,81,5005.0,3+kk,6,23500.0
Other,False,True,False,Novostavba,Cihlová,36,5005.0,1+kk,2,16000.0
Třída C,True,True,False,Po rekonstrukci,Smíšená,80,5004.0,3+1,7,18000.0
Třída B,True,False,False,Other,Panelová,72,5004.0,3+1,8,15000.0
Třída B,False,True,True,Novostavba,Skeletová,58,5007.0,2+kk,7,27000.0
Třída B,True,True,False,Novostavba,Skeletová,56,5008.0,2+kk,11,25000.0
Other,False,False,False,Velmi dobrý,Cihlová,44,5002.0,2+1,4,14000.0
Other,False,True,False,Velmi dobrý,Cihlová,105,5001.0,3+1,6,53000.0
Other,True,True,False,Velmi dobrý,Cihlová,80,5001.0,2+1,5,54000.0
Other,False,True,False,Velmi dobrý,Cihlová,103,5001.0,3+kk,6,52000.0
Other,True,True,False,Po rekonstrukci,Cihlová,192,5001.0,5+1,4,150000.0
Other,False,True,False,Velmi dobrý,Cihlová,105,5001.0,3+1,5,50000.0
Other,False,False,False,Velmi dobrý,Cihlová,140,5001.0,4+1,2,57000.0
Třída D,True,True,False,Velmi dobrý,Cihlová,42,5009.0,2+kk,5,13000.0
Třída G,False,True,False,Other,Cihlová,74,5004.0,3+kk,1,20000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,89,5002.0,3+kk,2,22000.0
Třída G,True,True,False,Other,Cihlová,44,5010.0,2+kk,6,16300.0
Třída G,False,True,False,Po rekonstrukci,Panelová,42,5004.0,2+kk,5,14000.0
Třída D,False,True,False,Novostavba,Cihlová,95,5002.0,3+1,5,39000.0
Other,False,False,False,Other,Cihlová,189,5002.0,5+kk,4,43000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,30,5004.0,1+kk,6,11400.0
Other,False,True,False,Po rekonstrukci,Cihlová,41,5005.0,1+kk,3,17000.0
Other,True,True,False,Novostavba,Smíšená,41,5005.0,1+kk,5,19000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,30,5007.0,1+kk,1,14500.0
Třída B,False,True,False,Velmi dobrý,Cihlová,70,5008.0,3+kk,1,30000.0
Třída G,True,True,False,Velmi dobrý,Panelová,66,5004.0,3+1,1,19500.0
Třída G,False,True,False,Velmi dobrý,Cihlová,37,5007.0,1+1,3,14800.0
Třída G,True,True,False,Velmi dobrý,Cihlová,78,5009.0,3+kk,3,17200.0
Třída G,False,False,False,Velmi dobrý,Cihlová,74,5005.0,3+kk,1,25000.0
Třída G,False,True,False,Velmi dobrý,Panelová,78,5004.0,3+1,1,15200.0
Třída G,False,False,False,Velmi dobrý,Cihlová,48,5007.0,2+kk,6,17500.0
Třída G,True,True,False,Velmi dobrý,Other,80,5005.0,3+kk,1,20500.0
Třída G,False,True,False,Velmi dobrý,Panelová,27,5004.0,1+kk,3,12500.0
Třída G,True,True,False,Velmi dobrý,Panelová,62,5004.0,3+1,8,14900.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,81,5007.0,2+kk,6,22500.0
Třída G,True,True,False,Velmi dobrý,Cihlová,35,5005.0,1+kk,2,13200.0
Třída G,False,False,False,Velmi dobrý,Cihlová,65,5009.0,3+1,1,15500.0
Třída C,True,True,False,Velmi dobrý,Cihlová,48,5009.0,2+1,7,15000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,65,5008.0,2+1,1,14000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,50,5007.0,2+kk,4,21000.0
Třída G,False,True,False,Velmi dobrý,Panelová,72,5008.0,4+kk,1,25000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,20,5006.0,1+kk,1,8950.0
Třída G,True,True,False,Velmi dobrý,Cihlová,64,5005.0,2+kk,1,16700.0
Třída G,False,False,False,Velmi dobrý,Cihlová,60,5002.0,2+1,1,17900.0
Třída G,False,True,False,Velmi dobrý,Panelová,44,5010.0,2+kk,10,12800.0
Třída G,False,True,False,Velmi dobrý,Cihlová,50,5003.0,2+kk,1,16000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,47,5004.0,2+kk,3,13600.0
Třída G,False,True,False,Velmi dobrý,Panelová,43,5010.0,2+kk,9,12900.0
Třída G,True,True,False,Velmi dobrý,Cihlová,54,5004.0,2+kk,2,13700.0
Třída G,False,True,False,Velmi dobrý,Cihlová,102,5005.0,atypicky,4,29900.0
Třída B,True,True,True,Novostavba,Smíšená,35,5010.0,1+kk,6,14500.0
Třída B,True,True,True,Novostavba,Smíšená,52,5009.0,2+kk,6,15500.0
Třída B,True,False,True,Novostavba,Smíšená,39,5009.0,1+kk,4,13500.0
Třída B,True,True,False,Novostavba,Smíšená,56,5010.0,2+kk,4,18500.0
Třída C,False,True,False,Po rekonstrukci,Panelová,85,5004.0,4+1,1,17000.0
Třída E,False,False,False,Po rekonstrukci,Cihlová,32,5006.0,1+1,4,11500.0
Třída C,True,True,True,Novostavba,Skeletová,108,5008.0,3+1,3,25000.0
Třída G,False,True,False,Velmi dobrý,Panelová,68,5004.0,3+kk,3,15700.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,25,5010.0,1+kk,1,10800.0
Třída C,False,True,False,Velmi dobrý,Cihlová,153,5006.0,4+kk,5,44000.0
Třída B,True,True,False,Novostavba,Smíšená,35,5006.0,1+kk,1,14500.0
Třída B,False,True,False,Novostavba,Smíšená,35,5010.0,1+kk,5,14000.0
Other,True,True,False,Novostavba,Smíšená,60,5009.0,2+kk,10,17000.0
Třída D,False,False,False,Po rekonstrukci,Cihlová,46,5005.0,2+kk,2,14500.0
Třída B,False,True,False,Velmi dobrý,Cihlová,51,5004.0,2+kk,4,15000.0
Třída C,False,True,False,Other,Cihlová,82,5010.0,3+kk,2,22000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,150,5001.0,4+kk,4,44000.0
Třída G,False,True,False,Novostavba,Skeletová,35,5007.0,1+kk,8,16900.0
Třída B,False,True,False,Velmi dobrý,Cihlová,93,5007.0,3+kk,3,41000.0
Other,False,False,False,Po rekonstrukci,Cihlová,22,5002.0,1+kk,2,11000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,34,5002.0,1+1,7,13500.0
Třída C,False,False,False,Velmi dobrý,Cihlová,37,5002.0,1+1,2,12500.0
Other,True,True,True,Po rekonstrukci,Cihlová,162,5005.0,3+1,2,1.0
Other,True,True,True,Po rekonstrukci,Cihlová,170,5005.0,3+1,3,1.0
Other,False,True,True,Po rekonstrukci,Cihlová,389,5005.0,3+kk,1,1.0
Other,True,True,True,Po rekonstrukci,Cihlová,272,5005.0,5+kk,4,1.0
Třída G,False,False,False,Velmi dobrý,Cihlová,46,5003.0,2+kk,2,13900.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,54,5003.0,2+kk,5,18000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,72,5002.0,3+kk,3,25000.0
Other,False,True,False,Velmi dobrý,Cihlová,42,5004.0,2+kk,3,14000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,67,5002.0,2+1,1,18000.0
Other,True,False,False,Velmi dobrý,Cihlová,52,5004.0,2+kk,2,18000.0
Other,True,True,False,Velmi dobrý,Cihlová,60,5004.0,2+kk,3,16000.0
Třída D,False,False,False,Velmi dobrý,Cihlová,70,5007.0,2+1,3,28700.0
Třída D,False,False,False,Velmi dobrý,Cihlová,240,5007.0,5+kk,4,69800.0
Other,False,True,False,Velmi dobrý,Skeletová,70,5005.0,2+kk,3,15000.0
Třída C,False,True,False,Novostavba,Smíšená,58,5009.0,2+kk,4,15000.0
Třída G,False,True,False,Velmi dobrý,Panelová,44,5004.0,2+kk,6,16000.0
Třída G,True,False,False,Other,Panelová,40,5004.0,1+1,7,11000.0
Třída D,False,False,False,Velmi dobrý,Cihlová,42,5006.0,1+1,2,13500.0
Other,False,True,False,Other,Panelová,50,5010.0,2+kk,1,13500.0
Třída C,False,True,False,Novostavba,Skeletová,45,5010.0,2+kk,1,15000.0
Other,False,False,False,Velmi dobrý,Cihlová,46,5003.0,2+kk,2,13900.0
Třída C,False,False,False,Novostavba,Cihlová,66,5005.0,3+kk,3,17950.0
Třída G,False,True,False,Velmi dobrý,Cihlová,65,5002.0,3+kk,3,26000.0
Other,False,True,False,Velmi dobrý,Cihlová,37,5010.0,1+1,3,13000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,49,5002.0,2+kk,6,18000.0
Třída C,False,True,False,Po rekonstrukci,Panelová,43,5010.0,2+kk,3,12000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,52,5010.0,2+kk,3,15000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,37,5002.0,1+1,2,12500.0
Třída G,False,True,False,Velmi dobrý,Cihlová,43,5007.0,1+1,4,15000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,100,5002.0,3+1,1,50000.0
Třída C,True,True,False,Novostavba,Skeletová,34,5005.0,1+kk,4,17500.0
Třída C,False,True,False,Novostavba,Cihlová,65,5004.0,2+kk,4,22000.0
Třída C,False,True,False,Velmi dobrý,Panelová,48,5007.0,2+kk,3,13000.0
Třída C,False,True,True,Novostavba,Cihlová,45,5003.0,2+kk,3,17990.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,35,5003.0,1+kk,7,22500.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,35,5003.0,1+kk,7,16990.0
Třída G,False,False,False,Velmi dobrý,Cihlová,98,5002.0,3+1,3,30990.0
Třída G,False,True,False,Velmi dobrý,Cihlová,100,5003.0,4+kk,1,36000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,51,5004.0,2+kk,3,16100.0
Třída C,False,True,True,Novostavba,Skeletová,72,5005.0,2+kk,3,22000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,50,5003.0,2+kk,5,23650.0
Other,True,True,False,Other,Cihlová,60,5009.0,2+kk,2,12000.0
Třída C,False,True,False,Novostavba,Cihlová,31,5005.0,1+kk,2,12000.0
Třída C,False,True,False,Novostavba,Cihlová,30,5005.0,1+kk,3,11000.0
Třída C,True,True,True,Novostavba,Cihlová,185,5005.0,5+kk,4,50000.0
Třída F,False,False,False,Velmi dobrý,Cihlová,70,5003.0,3+kk,4,19000.0
Třída C,True,True,False,Velmi dobrý,Cihlová,79,5009.0,3+kk,4,18000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,157,5001.0,5+1,4,43000.0
Třída G,False,True,False,Velmi dobrý,Smíšená,42,5002.0,2+kk,1,26000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,30,5005.0,2+kk,1,10000.0
Třída G,True,True,False,Other,Cihlová,534,5003.0,2+kk,2,14500.0
Třída G,True,True,False,Velmi dobrý,Panelová,63,5004.0,3+kk,8,15000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,69,5001.0,2+1,3,32000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,9,5003.0,unknown_byUs,3,11500.0
Třída G,False,True,True,Velmi dobrý,Smíšená,40,5002.0,1+1,4,21000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,38,5004.0,2+kk,4,15000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,40,5005.0,2+kk,1,15500.0
Třída C,True,False,False,Novostavba,Cihlová,58,5009.0,2+kk,6,15500.0
Třída G,False,False,False,Velmi dobrý,Cihlová,35,5009.0,1+kk,1,12500.0
Třída C,True,True,False,Velmi dobrý,Panelová,30,5009.0,1+kk,2,11900.0
Třída G,True,False,False,Velmi dobrý,Cihlová,80,5006.0,3+1,2,22000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,50,5009.0,2+kk,5,16500.0
Třída G,True,True,False,Novostavba,Cihlová,35,5009.0,1+kk,1,14500.0
Other,True,False,False,Velmi dobrý,Cihlová,75,5001.0,2+kk,2,13000.0
Other,False,False,True,Other,Cihlová,90,5005.0,4+kk,2,39000.0
Other,True,True,False,Other,Cihlová,103,5001.0,4+kk,4,40000.0
Other,False,False,False,Velmi dobrý,Cihlová,87,5006.0,3+kk,5,26500.0
Třída C,False,False,False,Novostavba,Cihlová,36,5008.0,1+1,1,11950.0
Třída G,True,False,False,Po rekonstrukci,Panelová,62,5009.0,2+1,2,16500.0
Třída G,True,False,True,Po rekonstrukci,Cihlová,160,5005.0,4+1,5,50000.0
Třída D,False,True,False,Velmi dobrý,Smíšená,85,5002.0,2+kk,3,38000.0
Třída C,False,True,False,Novostavba,Cihlová,38,5006.0,1+kk,3,14000.0
Třída B,False,False,True,Velmi dobrý,Skeletová,72,5006.0,3+kk,5,21000.0
Třída C,True,True,False,Novostavba,Cihlová,65,5009.0,3+kk,3,20000.0
Třída B,True,True,False,Novostavba,Cihlová,53,5010.0,2+kk,3,17000.0
Třída C,False,True,True,Po rekonstrukci,Cihlová,161,5001.0,4+1,4,56000.0
Třída C,False,True,True,Po rekonstrukci,Cihlová,126,5001.0,3+1,3,38000.0
Třída G,True,True,True,Po rekonstrukci,Cihlová,210,5005.0,6 a vice,6,75000.0
Třída G,False,True,True,Po rekonstrukci,Cihlová,40,5002.0,2+kk,4,21000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,69,5001.0,3+kk,3,32000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,107,5001.0,4+kk,2,42000.0
Other,False,False,False,Velmi dobrý,Cihlová,99,5008.0,3+1,5,25000.0
Třída C,False,True,True,Po rekonstrukci,Cihlová,131,5001.0,3+1,5,39000.0
Other,False,True,False,Velmi dobrý,Cihlová,74,5004.0,2+1,2,19000.0
Třída B,True,False,True,Po rekonstrukci,Cihlová,55,5010.0,3+kk,2,20000.0
Třída G,False,True,False,Velmi dobrý,Panelová,45,5004.0,2+kk,11,14900.0
Třída G,False,True,False,Velmi dobrý,Cihlová,40,5003.0,1+kk,7,16900.0
Třída D,False,True,False,Po rekonstrukci,Panelová,62,5010.0,3+kk,1,19900.0
Třída C,True,True,True,Novostavba,Cihlová,57,5010.0,2+kk,4,15000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,54,5009.0,2+kk,2,14000.0
Other,False,True,False,Velmi dobrý,Cihlová,55,5008.0,2+kk,1,13000.0
Other,False,False,False,Po rekonstrukci,Cihlová,73,5005.0,3+kk,3,22000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,62,5003.0,2+kk,3,18000.0
Other,False,True,False,Po rekonstrukci,Panelová,62,5005.0,2+1,3,14500.0
Třída G,False,False,False,Other,Cihlová,52,5010.0,2+kk,2,6890.0
Třída G,True,False,True,Po rekonstrukci,Smíšená,125,5010.0,3+1,3,40000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,92,5007.0,3+kk,5,19990.0
Třída C,True,False,False,Velmi dobrý,Cihlová,84,5009.0,3+kk,3,16000.0
Třída B,False,True,False,Novostavba,Cihlová,41,5005.0,1+kk,1,16000.0
Třída B,False,True,False,Novostavba,Cihlová,52,5010.0,2+kk,1,17000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,72,5004.0,2+1,3,18000.0
Třída C,False,False,False,Velmi dobrý,Cihlová,73,5010.0,3+kk,1,17000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,53,5004.0,2+kk,3,15700.0
Třída E,False,False,False,Velmi dobrý,Cihlová,46,5010.0,2+kk,1,16000.0
Třída G,False,True,False,Velmi dobrý,Panelová,48,5007.0,2+kk,2,15500.0
Třída C,False,True,True,Po rekonstrukci,Cihlová,85,5010.0,3+kk,5,22400.0
Třída B,True,True,True,Velmi dobrý,Cihlová,86,5008.0,3+kk,3,36000.0
Třída C,True,True,False,Novostavba,Cihlová,38,5010.0,1+kk,5,15000.0
Třída C,True,False,False,Novostavba,Cihlová,56,5010.0,2+kk,4,18500.0
Třída C,False,True,False,Novostavba,Cihlová,66,5003.0,2+kk,5,23000.0
Třída C,False,True,False,Novostavba,Cihlová,62,5008.0,2+kk,5,24000.0
Třída C,False,False,False,Novostavba,Cihlová,35,5010.0,1+kk,3,14500.0
Třída C,True,True,False,Novostavba,Cihlová,40,5009.0,1+kk,4,13500.0
Třída C,True,True,False,Po rekonstrukci,Cihlová,73,5003.0,2+1,4,18600.0
Třída C,True,False,False,Novostavba,Cihlová,62,5009.0,2+kk,8,15500.0
Třída C,True,False,False,Novostavba,Cihlová,58,5009.0,2+kk,5,15500.0
Třída C,False,True,False,Po rekonstrukci,Panelová,36,5004.0,1+1,4,12000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,34,5002.0,1+kk,1,22000.0
Třída C,False,True,False,Velmi dobrý,Panelová,36,5004.0,1+kk,6,12000.0
Třída G,True,True,False,Velmi dobrý,Panelová,53,5010.0,2+1,8,12500.0
Třída G,True,True,True,Novostavba,Cihlová,52,5010.0,1+1,4,17000.0
Other,False,False,False,Other,Panelová,68,5008.0,3+kk,8,13000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,70,5001.0,3+kk,3,29000.0
Třída G,True,True,False,Velmi dobrý,Smíšená,31,5009.0,1+kk,6,13600.0
Třída C,False,True,False,Po rekonstrukci,Panelová,68,5004.0,3+kk,6,17000.0
Třída D,False,True,False,Other,Panelová,93,5004.0,4+1,5,19500.0
Třída D,False,False,False,Other,Panelová,83,5004.0,3+1,5,18500.0
Třída G,False,True,False,Velmi dobrý,Smíšená,125,5001.0,3+1,4,55000.0
Třída G,False,True,False,Velmi dobrý,Panelová,43,5004.0,2+kk,4,15000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,60,5006.0,2+kk,2,12000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,196,5006.0,3+kk,2,16000.0
Třída G,True,True,False,Novostavba,Cihlová,77,5003.0,3+kk,4,27000.0
Třída G,False,True,False,Velmi dobrý,Panelová,27,5008.0,1+1,1,10000.0
Třída D,True,True,False,Velmi dobrý,Panelová,45,5004.0,2+kk,1,13000.0
Třída G,False,False,True,Velmi dobrý,Cihlová,105,5006.0,3+1,1,28000.0
Třída C,False,False,False,Velmi dobrý,Cihlová,28,5004.0,1+kk,6,12000.0
Třída D,False,True,False,Velmi dobrý,Cihlová,106,5001.0,2+kk,6,25000.0
Třída D,True,False,False,Velmi dobrý,Cihlová,117,5006.0,4+1,3,25990.0
Třída E,False,False,False,Other,Cihlová,53,5010.0,2+kk,2,14000.0
Třída C,False,True,True,Velmi dobrý,Smíšená,177,5005.0,3+kk,1,30000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,60,5002.0,2+kk,1,26000.0
Other,False,False,False,Velmi dobrý,Cihlová,50,5006.0,2+kk,4,19500.0
Other,True,False,False,Velmi dobrý,Cihlová,50,5006.0,2+kk,2,19500.0
Třída B,False,True,True,Novostavba,Cihlová,64,5009.0,2+kk,3,16500.0
Třída E,False,False,False,Velmi dobrý,Cihlová,53,5010.0,2+kk,3,20000.0
Třída B,False,False,False,Novostavba,Cihlová,33,5006.0,1+kk,3,12500.0
Třída G,False,False,False,Velmi dobrý,Cihlová,123,5005.0,3+1,3,21000.0
Třída G,False,True,False,Velmi dobrý,Skeletová,64,5007.0,2+1,4,15000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,55,5002.0,2+kk,2,15500.0
Třída C,False,True,False,Velmi dobrý,Cihlová,58,5010.0,2+kk,6,16000.0
Třída G,True,False,True,Velmi dobrý,Cihlová,84,5005.0,3+kk,3,19900.0
Třída G,True,True,False,Velmi dobrý,Skeletová,80,5009.0,3+kk,7,25000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,150,5005.0,3+1,2,15000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,90,5010.0,3+1,4,27000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,81,5009.0,3+kk,2,22000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,45,5003.0,2+kk,5,16500.0
Třída B,True,True,True,Novostavba,Cihlová,55,5005.0,2+kk,3,21000.0
Třída C,True,True,True,Novostavba,Cihlová,160,5006.0,4+kk,2,37000.0
Other,True,True,False,Velmi dobrý,Cihlová,83,5002.0,3+1,7,22000.0
Třída G,False,False,False,Velmi dobrý,Panelová,65,5009.0,2+1,12,14900.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,168,5001.0,4+kk,3,50000.0
Třída G,True,True,True,Novostavba,Cihlová,73,5003.0,2+kk,7,23000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,53,5003.0,2+kk,2,18500.0
Třída C,False,True,False,Novostavba,Skeletová,31,5005.0,2+kk,5,18400.0
Třída C,False,False,False,Novostavba,Skeletová,31,5005.0,2+kk,5,18400.0
Třída C,False,True,False,Po rekonstrukci,Panelová,85,5005.0,4+kk,6,20000.0
Třída C,True,True,False,Velmi dobrý,Cihlová,36,5010.0,1+kk,3,15000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,72,5003.0,2+kk,2,34000.0
Třída C,True,True,False,Velmi dobrý,Smíšená,38,5009.0,1+kk,8,12000.0
Třída G,False,True,True,Po rekonstrukci,Cihlová,115,5003.0,3+1,2,53000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,30,5001.0,1+1,1,17500.0
Other,False,False,False,Velmi dobrý,Cihlová,21,5002.0,1+kk,2,10900.0
Other,False,False,False,Novostavba,Cihlová,40,5008.0,2+kk,5,14900.0
Třída G,False,False,False,Velmi dobrý,Cihlová,50,5005.0,2+1,2,19000.0
Třída B,False,True,False,Novostavba,Cihlová,45,5008.0,1+kk,4,18000.0
Other,False,False,False,Other,Cihlová,40,5006.0,2+kk,4,15000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,65,5002.0,1+1,7,29000.0
Třída G,False,True,False,Po rekonstrukci,Panelová,57,5010.0,2+1,5,14000.0
Třída D,False,False,False,Velmi dobrý,Cihlová,55,5004.0,2+kk,3,14000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,63,5002.0,2+1,3,17999.0
Třída G,True,True,False,Velmi dobrý,Cihlová,295,5001.0,6 a vice,4,180000.0
Třída C,False,True,False,Po rekonstrukci,Panelová,32,5008.0,1+kk,6,11000.0
Třída E,False,True,False,Velmi dobrý,Cihlová,107,5003.0,3+1,2,23000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,57,5002.0,2+1,4,22500.0
Třída G,False,True,True,Velmi dobrý,Cihlová,110,5001.0,3+1,4,42980.0
Třída G,False,True,True,Novostavba,Cihlová,63,5005.0,2+kk,5,17000.0
Other,False,True,False,Velmi dobrý,Panelová,64,5004.0,3+kk,6,14000.0
Other,False,True,False,Po rekonstrukci,Cihlová,50,5010.0,2+kk,3,19900.0
Třída C,False,False,False,Po rekonstrukci,Cihlová,45,5010.0,2+kk,2,12000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,92,5005.0,3+1,3,20000.0
Třída C,True,True,True,Novostavba,Cihlová,55,5009.0,2+kk,4,17999.0
Třída G,False,True,True,Novostavba,Cihlová,120,5006.0,3+kk,5,37990.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,88,5006.0,3+kk,3,22990.0
Třída B,False,True,False,Po rekonstrukci,Panelová,77,5003.0,3+kk,4,21000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,35,5002.0,1+kk,2,12900.0
Třída G,False,True,False,Velmi dobrý,Cihlová,34,5002.0,1+1,7,13500.0
Other,False,False,False,Velmi dobrý,Cihlová,26,5004.0,1+kk,1,12000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,62,5006.0,2+kk,4,17900.0
Třída G,True,False,False,Velmi dobrý,Cihlová,295,5001.0,6 a vice,3,180000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,123,5001.0,4+kk,3,55000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,135,5001.0,4+kk,2,65000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,125,5001.0,4+kk,4,56000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,120,5001.0,4+kk,5,53000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,123,5001.0,4+kk,2,54000.0
Třída D,False,False,False,Velmi dobrý,Cihlová,55,5010.0,2+1,5,18000.0
Třída C,False,False,False,Novostavba,Cihlová,30,5008.0,1+kk,9,16000.0
Other,False,True,True,Novostavba,Cihlová,60,5009.0,2+kk,5,16000.0
Třída G,False,False,False,Velmi dobrý,Panelová,60,5004.0,2+1,4,16000.0
Třída B,True,True,False,Novostavba,Cihlová,50,5005.0,2+kk,3,19900.0
Třída G,True,False,False,Po rekonstrukci,Panelová,72,5006.0,3+1,2,18000.0
Other,True,False,False,Velmi dobrý,Cihlová,50,5010.0,2+kk,3,15000.0
Třída B,False,False,False,Velmi dobrý,Cihlová,67,5005.0,2+kk,1,16000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,25,5003.0,1+kk,1,12000.0
Třída C,False,True,False,Novostavba,Skeletová,120,5004.0,4+kk,12,27000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,80,5002.0,2+1,3,22900.0
Other,False,False,False,Other,Panelová,75,5009.0,3+1,4,15000.0
Other,True,False,True,Velmi dobrý,Cihlová,50,5010.0,2+kk,2,17000.0
Other,False,False,False,Po rekonstrukci,Cihlová,64,5005.0,2+kk,6,18000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,88,5001.0,3+kk,2,30000.0
Třída C,False,False,False,Po rekonstrukci,Cihlová,17,5005.0,1+kk,1,8500.0
Třída B,True,True,True,Novostavba,Cihlová,38,5009.0,1+kk,4,12490.0
Třída G,False,True,False,Velmi dobrý,Panelová,43,5010.0,2+kk,4,12000.0
Třída B,False,True,False,Novostavba,Smíšená,71,5007.0,2+kk,4,28000.0
